Change Return Type
Extract And Move Method
Modify Class Annotation
Inline Variable
Change Attribute Type
Modify Attribute Annotation
Extract Superclass
Replace Attribute
Move Class
Move Attribute
Extract Subclass
Move And Inline Method
Move Method
Merge Attribute
Push Down Attribute
Pull Up Attribute
Remove Parameter
Modify Method Annotation
Rename Variable
Split Variable
Rename Attribute
Replace Variable With Attribute
Extract Class
Remove Variable Annotation
Add Variable Annotation
Move Source Folder
Push Down Method
Rename Class
Extract Attribute
Add Parameter Annotation
Add Parameter
Merge Variable
Split Attribute
Extract Interface
Extract Variable
Remove Parameter Annotation
Modify Parameter Annotation
Pull Up Method
Add Attribute Annotation
Rename Parameter
Split Parameter
Remove Method Annotation
Add Class Annotation
Extract Method
Remove Attribute Annotation
Change Package
Remove Class Annotation
Reorder Parameter
Move And Rename Method
Inline Method
Rename Method
Add Method Annotation
Change Parameter Type
Merge Parameter
Move And Rename Class
Move And Rename Attribute
Change Variable Type
Parameterize Variable
Modify Variable Annotation
